Leidimo serija ir nr.,Regionas,Rajonas,Nuosavybės forma,Urėdija,Girininkija,Kvartalas,Sklypai,Plotas,Kad. vietovė,Kad. blokas,Kad. nr.,Kirtimo rūšis,Galiojimo pradžia,Galiojimo pabaiga
A - 33840,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,109,2,0.7,4635,0001,0031,Plynas kirtimas,2017-07-14,2017-12-31
A - 33843,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,266,16,0.3,4635,0001,0282,Plynas kirtimas,2017-07-21,2017-12-31
A - 33844,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,265,28,1.3,4635,0001,0280,Plynas kirtimas,2017-07-21,2017-12-31
A - 33844,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,265,29,0.4,4635,0001,0280,Atvejinis kirtimas,2017-07-21,2017-12-31
A - 33847,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,544,"27,28",0.8,4620,0001,0087,Plynas kirtimas,2017-07-27,2017-12-31
A - 33850,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,544,"26,27,28,30",1.5,4620,0001,0216,Plynas kirtimas,2017-08-01,2017-12-31
A - 38601,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,12,26,0.8,4620,0006,0247,Plynas kirtimas,2017-08-01,2017-12-31
A - 38614,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,3,24,1.3,4620,0006,0008,Plynas kirtimas,2017-08-29,2017-12-31
A - 38614,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,4,13,0.7,4620,0006,0008,Plynas kirtimas,2017-08-29,2017-12-31
A - 38615,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,12,"2a,7,12c,8a",3.0,4620,0006,0094,Plynas kirtimas,2017-08-29,2017-12-31
A - 38615,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,13,11a,0.5,4620,0006,0094,Plynas kirtimas,2017-08-29,2017-12-31
A - 38617,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,30,32,0.4,4620,0007,0132,Plynas kirtimas,2017-09-01,2017-12-31
A - 38626,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,465,"7a,8a,10a",3.0,4635,0003,0300,Plynas kirtimas,2017-09-22,2017-12-31
A - 38631,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,186,"30a,30b",1.2,4620,0002,0108,Plynas kirtimas,2017-10-20,2017-12-31
A - 38632,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,11,16b,1.2,4620,0006,0094,Atrankinis kirtimas,2017-10-20,2017-12-31
A - 38632,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,12,13c,1.0,4620,0006,0094,Atrankinis kirtimas,2017-10-20,2017-12-31
A - 38632,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,12,3,1.2,4620,0006,0094,Atrankinis kirtimas,2017-10-20,2017-12-31
A - 38632,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,12,8b,0.3,4620,0006,0094,Atrankinis kirtimas,2017-10-20,2017-12-31
A - 38638,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,65,24,1.0,4620,0007,0276,Plynas kirtimas,2017-11-14,2017-12-31
A - 38638,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,65,26,1.5,4620,0007,0276,Plynas kirtimas,2017-11-14,2017-12-31
A - 38638,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,65,31a,0.5,4620,0007,0276,Plynas kirtimas,2017-11-14,2017-12-31
A - 38639,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,65,"25,33",2.9,4620,0007,0276,Atrankinis kirtimas,2017-11-14,2017-12-31
A - 38639,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,65,34,0.7,4620,0007,0276,Atrankinis kirtimas,2017-11-14,2017-12-31
A - 38647,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,169,"19a,19e",0.4,4635,0003,0115,Plynas kirtimas,2017-12-19,2018-12-31
A - 38647,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Pageležių girininkija,169,"19c,19d",1.2,4635,0003,0115,Plynas kirtimas,2017-12-19,2018-12-31
A - 10017,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,46,"39,46",1.2,0,0,0,Plynas kirtimas,2017-01-06,2017-12-31
A - 10017,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,48,"30,31",1.0,0,0,0,Plynas kirtimas,2017-01-06,2017-12-31
A - 10017,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,48,34,1.6,0,0,0,Atvejinis kirtimas,2017-01-06,2017-12-31
A - 10021,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,33,"3,8",2.2,0,0,0,Atvejinis kirtimas,2017-01-20,2017-12-31
A - 10021,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,33,"8,13",1.8,0,0,0,Plynas kirtimas,2017-01-20,2017-12-31
A - 10021,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,35,"11,10",0.9,0,0,0,Plynas kirtimas,2017-01-20,2017-12-31
A - 10021,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,35,32,0.6,0,0,0,Atvejinis kirtimas,2017-01-20,2017-12-31
A - 10021,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,35,"37,38",0.5,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2017-01-20,2017-12-31
A - 10021,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,36,"4,5",1.0,0,0,0,Atvejinis kirtimas,2017-01-20,2017-12-31
A - 10021,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,46,"32,39",2.2,0,0,0,Plynas kirtimas,2017-01-20,2017-12-31
A - 10034,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,53,14,1.2,0,0,0,Atrankinis kirtimas,2017-03-08,2017-12-31
A - 10034,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,53,"30,39,40",4.3,0,0,0,Atrankinis kirtimas,2017-03-08,2017-12-31
A - 10034,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,54,12,0.3,0,0,0,Atrankinis kirtimas,2017-03-08,2017-12-31
A - 10037,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,60,21,0.1,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2017-03-20,2017-12-31
A - 10037,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,60,26,2.1,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2017-03-20,2017-12-31
A - 10037,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,62,"6,7",1.7,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2017-03-20,2017-12-31
A - 10038,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,49,"10,11,12,20,21,22",4.4,0,0,0,Atvejinis kirtimas,2017-03-29,2017-12-31
A - 10046,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,26,"21,22",2.3,0,0,0,Atvejinis kirtimas,2017-05-16,2017-12-31
A - 10046,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,29,4,1.1,0,0,0,Plynas kirtimas,2017-05-16,2017-12-31
A - 10046,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,42,"41,39",2.7,0,0,0,Plynas kirtimas,2017-05-16,2017-12-31
A - 10046,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,61,10,1.0,0,0,0,Atvejinis kirtimas,2017-05-16,2017-12-31
A - 10046,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,61,"10,24",2.2,0,0,0,Plynas kirtimas,2017-05-16,2017-12-31
A - 10046,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,63,"2,6",1.2,0,0,0,Plynas kirtimas,2017-05-16,2017-12-31
A - 11052,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,27,"15,19,11",2.3,0,0,0,Plynas kirtimas,2017-07-10,2017-12-31
A - 11052,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,31,"21,22,25,26",2.1,0,0,0,Plynas kirtimas,2017-07-10,2017-12-31
A - 11052,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,35,31,1.2,0,0,0,Atvejinis kirtimas,2017-07-10,2017-12-31
A - 11052,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,35,40,1.7,0,0,0,Plynas kirtimas,2017-07-10,2017-12-31
A - 11065,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,52,8,0.3,0,0,0,Plynas kirtimas,2017-10-10,2017-12-31
A - 11065,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Svilonių girininkija,57,34,0.6,0,0,0,Plynas kirtimas,2017-10-10,2017-12-31
A - 30192,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,603,"31a,35a,36b,36c",1.6,4630,0001,0151,Plynas kirtimas,2017-01-12,2017-12-31
A - 30192,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,603,34a,1.1,4630,0001,0151,Atrankinis kirtimas,2017-01-12,2017-12-31
A - 30192,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,603,36a,0.4,4630,0001,0151,Atrankinis kirtimas,2017-01-12,2017-12-31
A - 30196,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,56,27a,0.8,4630,0001,0494,Plynas kirtimas,2017-01-17,2017-12-31
A - 30197,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,56,27,0.3,4630,0001,0496,Plynas kirtimas,2017-01-17,2017-12-31
A - 33502,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,12,9,1.6,4630,0001,0158,Plynas kirtimas,2017-01-24,2017-12-31
A - 33510,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,3,7a,0.5,4630,0001,0338,Plynas kirtimas,2017-02-07,2017-12-31
A - 33510,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,4,"2,6A",1.7,4630,0001,0338,Plynas kirtimas,2017-02-07,2017-12-31
A - 33511,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,3,"7b,14a",1.2,4630,0001,0338,Atrankinis kirtimas,2017-02-07,2017-12-31
A - 33511,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,4,1,0.2,4630,0001,0338,Atrankinis kirtimas,2017-02-07,2017-12-31
A - 33516,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,618,"25,27,27a,30a",2.9,4608,0006,0051,Plynas kirtimas,2017-02-10,2017-12-31
A - 33527,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,12,"3a,2a",0.8,4630,0001,0163,Plynas kirtimas,2017-02-28,2017-12-31
A - 33535,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,609,1,0.2,4630,0004,0067,Plynas kirtimas,2017-03-14,2017-12-31
A - 33544,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,608,3,1.3,4630,0004,0121,Plynas kirtimas,2017-03-20,2017-12-31
A - 33806,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,22,"2,18a",3.8,4630,0001,0070,Atvejinis kirtimas,2017-05-05,2017-12-31
A - 38602,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,25,"20a,26a",1.4,4608,0008,0133,Kraštovaizdžio formavimo kirtimas (PN),2017-08-10,2017-12-31
A - 38603,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,80,45a,3.3,4638,0002,0208,Atrankinis kirtimas,2017-08-11,2017-12-31
A - 38603,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,80,45b,0.4,4638,0002,0208,Plynas kirtimas,2017-08-11,2017-12-31
A - 38603,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,80,"47a,48",1.7,4638,0002,0208,Plynas kirtimas,2017-08-11,2017-12-31
A - 38604,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,80,43a,0.4,4638,0002,0208,Plynas kirtimas,2017-08-11,2017-12-31
A - 38604,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,80,43b,0.3,4638,0002,0208,Atvejinis kirtimas,2017-08-11,2017-12-31
A - 38604,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,80,"53,55,57",1.9,4638,0002,0208,Plynas kirtimas,2017-08-11,2017-12-31
A - 38618,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,12,2a,1.0,4630,0001,0132,Plynas kirtimas,2017-09-01,2017-12-31
A - 38619,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,12,19,1.6,4630,0001,0124,Plynas kirtimas,2017-09-01,2017-12-31
A - 38620,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,12,21a,0.1,4630,0001,0160,Plynas kirtimas,2017-09-01,2017-12-31
A - 38641,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Svilonių girininkija,17,"21,23",0.5,4630,0001,0272,Plynas kirtimas,2017-11-30,2017-12-31
A - 10018,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,113,"3,5",0.7,0,0,0,Plynas kirtimas,2017-01-10,2017-12-31
A - 10018,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,27,24,1.2,0,0,0,Plynas kirtimas,2017-01-10,2017-12-31
A - 10018,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,96,16,0.8,0,0,0,Plynas kirtimas,2017-01-10,2017-12-31
A - 10025,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,112,8,2.5,0,0,0,Plynas kirtimas,2017-01-31,2017-12-31
A - 10025,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,116,8,2.4,0,0,0,Plynas kirtimas,2017-01-31,2017-12-31
A - 10025,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,120,18,3.3,0,0,0,Atrankinis kirtimas,2017-01-31,2017-12-31
A - 10033,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,82,21,0.9,0,0,0,Plynas kirtimas,2017-03-08,2017-12-31
A - 10033,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,82,5,0.4,0,0,0,Atvejinis kirtimas,2017-03-08,2017-12-31
A - 10033,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,82,9,1.3,0,0,0,Atvejinis kirtimas,2017-03-08,2017-12-31
A - 10033,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,83,7,0.5,0,0,0,Atvejinis kirtimas,2017-03-08,2017-12-31
A - 10033,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,84,5,1.2,0,0,0,Plynas kirtimas,2017-03-08,2017-12-31
A - 10033,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,86,1,0.8,0,0,0,Atvejinis kirtimas,2017-03-08,2017-12-31
A - 10041,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,55,6,0.8,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2017-04-18,2017-12-31
A - 11057,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,40,2,3.8,0,0,0,Atrankinis kirtimas,2017-08-01,2017-12-31
A - 11057,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,47,8,0.4,0,0,0,Atvejinis kirtimas,2017-08-01,2017-12-31
A - 11057,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,48,10,1.1,0,0,0,Plynas kirtimas,2017-08-01,2017-12-31
A - 11057,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,86,"4,6",2.3,0,0,0,Plynas kirtimas,2017-08-01,2017-12-31
A - 11058,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,84,"1,2",2.4,0,0,0,Plynas kirtimas,2017-08-08,2017-12-31
A - 11058,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,84,13,0.9,0,0,0,Plynas kirtimas,2017-08-08,2017-12-31
A - 11058,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,84,16,2.7,0,0,0,Atvejinis kirtimas,2017-08-08,2017-12-31
A - 11060,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,113,"4,8,16",1.4,0,0,0,Plynas sanitarinis kirtimas (PN),2017-09-08,2017-12-31
A - 11060,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,30,"5,8",2.1,0,0,0,Plynas kirtimas,2017-09-08,2017-12-31
A - 11060,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,46,12,1.5,0,0,0,Plynas kirtimas,2017-09-08,2017-12-31
A - 11061,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,45,"10,21",2.6,0,0,0,Plynas kirtimas,2017-09-22,2017-12-31
A - 11061,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,45,22,0.9,0,0,0,Plynas kirtimas,2017-09-22,2017-12-31
A - 11061,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,56,6,0.9,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2017-09-22,2017-12-31
A - 11061,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,56,7,2.9,0,0,0,Plynas kirtimas,2017-09-22,2017-12-31
A - 11062,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,100,8,2.8,0,0,0,Atvejinis kirtimas,2017-10-02,2017-12-31
A - 11062,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,116,1,1.3,0,0,0,Plynas kirtimas,2017-10-02,2017-12-31
A - 11067,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,111,1,1.4,0,0,0,Plynas kirtimas,2017-10-10,2017-12-31
A - 11067,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,29,"5,8",3.4,0,0,0,Plynas kirtimas,2017-10-10,2017-12-31
A - 11067,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,37,7,0.2,0,0,0,Plynas kirtimas,2017-10-10,2017-12-31
A - 11067,Kauno,Jonavos rajono kontroliuojama teritorija,valstybinė,Jonavos miškų urėdija,Upninkų girininkija,37,8,1.4,0,0,0,Atvejinis kirtimas,2017-10-10,2017-12-31
A - 30186,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,714,38,1.9,4633,0005,0168,Plynas kirtimas,2017-01-10,2017-12-31
A - 30191,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,129,2a,0.9,4633,0006,0042,Plynas sanitarinis kirtimas (PN),2017-01-12,2017-12-31
A - 33517,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,713,"10,11",1.4,4633,0005,0158,Plynas kirtimas,2017-02-14,2017-12-31
A - 33823,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,180,34d,0.3,4633,0002,0010,Plynas kirtimas,2017-06-06,2017-12-31
A - 33823,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,60,"1a,3a",1.9,4633,0002,0010,Plynas kirtimas,2017-06-06,2017-12-31
A - 33823,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,60,6a,0.7,4633,0002,0010,Plynas kirtimas,2017-06-06,2017-12-31
A - 33824,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,180,34c,0.6,4633,0002,0010,Atrankinis kirtimas,2017-06-06,2017-12-31
A - 33824,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,60,4a,1.9,4633,0002,0010,Atrankinis kirtimas,2017-06-06,2017-12-31
A - 33827,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,31,4,0.4,4633,0001,0136,Plynas kirtimas,2017-06-16,2017-12-31
A - 33836,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,149,"13,13a",0.5,4633,0007,0064,Plynas kirtimas,2017-07-11,2017-12-31
A - 33836,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,149,"17,17a",0.9,4633,0007,0064,Plynas kirtimas,2017-07-11,2017-12-31
A - 33836,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,149,19,0.4,4633,0007,0064,Plynas kirtimas,2017-07-11,2017-12-31
A - 33837,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,149,12,0.5,4633,0007,0064,Atrankinis kirtimas,2017-07-11,2017-12-31
A - 33837,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,149,16,0.8,4633,0007,0064,Atrankinis kirtimas,2017-07-11,2017-12-31
A - 33845,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,177,9,0.2,4633,0001,0042,Atrankinis kirtimas,2017-07-21,2017-12-31
A - 33845,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,177,"9a,10,13,13a,13b",1.8,4633,0001,0042,Plynas kirtimas,2017-07-21,2017-12-31
A - 33848,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,719,"1,1a",0.6,4633,0007,0136,Plynas kirtimas,2017-07-27,2017-12-31
A - 33849,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,144,"1,2",0.7,4633,0007,0452,Plynas kirtimas,2017-07-27,2017-12-31
A - 38610,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,69,19,0.3,4633,0002,0015,Plynas sanitarinis kirtimas (PN),2017-08-29,2017-12-31
A - 38610,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,73,1,0.2,4633,0002,0015,Plynas sanitarinis kirtimas (PN),2017-08-29,2017-12-31
A - 38621,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,9,17a,0.5,4633,0001,0057,Kiti pagrindiniai kirtimai,2017-09-01,2017-12-31
A - 38621,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,9,18a,2.2,4633,0001,0057,Atrankinis kirtimas,2017-09-01,2017-12-31
A - 38625,Kauno,Jonavos rajono kontroliuojama teritorija,privati,Jonavos miškų urėdija,Upninkų girininkija,73,"19a,19b,",2.2,4633,0002,0077,Plynas kirtimas,2017-09-22,2017-12-31
