Leidimo serija ir nr.,Regionas,Rajonas,Nuosavybės forma,Urėdija,Girininkija,Kvartalas,Sklypai,Plotas,Kad. vietovė,Kad. blokas,Kad. nr.,Kirtimo rūšis,Galiojimo pradžia,Galiojimo pabaiga
A - 32304,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,412,12,1.0,3340,0006,0235,Plynas kirtimas,2017-01-13,2017-12-31
A - 32304,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,412,19,0.4,3340,0006,0235,Plynas kirtimas,2017-01-13,2017-12-31
A - 32305,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,745,23,0.1,3347,0001,0319,Plynas kirtimas,2017-01-13,2017-12-31
A - 32305,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,749,10,0.3,3347,0001,0319,Plynas kirtimas,2017-01-13,2017-12-31
A - 32305,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,749,12,0.3,3347,0001,0319,Plynas kirtimas,2017-01-13,2017-12-31
A - 32305,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,749,13,0.2,3347,0001,0319,Atvejinis kirtimas,2017-01-13,2017-12-31
A - 32311,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,488,24,0.9,3355,0001,0071,Plynas kirtimas,2017-01-27,2017-12-31
A - 32312,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,711,2a,0.5,3301,0005,0039,Plynas kirtimas,2017-01-31,2017-12-31
A - 32312,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,711,2c,0.9,3301,0005,0039,Atvejinis kirtimas,2017-01-31,2017-12-31
A - 32314,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,494,33,0.1,3355,0001,0028,Valksmos einam.k.,2017-02-07,2017-12-31
A - 32314,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,494,33,0.5,3355,0001,0028,Einamasis kirtimas,2017-02-07,2017-12-31
A - 32314,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,494,34,0.6,3355,0001,0028,Plynas kirtimas,2017-02-07,2017-12-31
A - 32314,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,494,35,0.1,3355,0001,0028,Einamasis kirtimas,2017-02-07,2017-12-31
A - 32314,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,494,39,0.2,3355,0001,0028,Valksmos einam.k.,2017-02-07,2017-12-31
A - 32314,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,494,39,1.2,3355,0001,0028,Einamasis kirtimas,2017-02-07,2017-12-31
A - 32316,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,481,12,0.1,3355,0003,0062,Plynas kirtimas,2017-02-10,2017-12-31
A - 32316,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,481,15,0.5,3355,0003,0062,Plynas kirtimas,2017-02-10,2017-12-31
A - 32316,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,481,"16,16a,16b",1.6,3355,0003,0062,Kraštovaizdžio formavimo kirtimas (TN),2017-02-10,2017-12-31
A - 32318,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,477,15a,0.5,3301,0005,0056,Plynas sanitarinis kirtimas (PN),2017-02-10,2017-12-31
A - 32320,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,485,52,1.3,3355,0003,0141,Plynas kirtimas,2017-02-14,2017-12-31
A - 32330,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,497,16,0.3,3355,0001,0300,Plynas sanitarinis kirtimas (TN),2017-02-27,2017-12-31
A - 32330,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,497,17,0.3,3355,0001,0300,Plynas sanitarinis kirtimas (TN),2017-02-27,2017-12-31
A - 32330,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,497,22,0.2,3355,0001,0300,Plynas sanitarinis kirtimas (TN),2017-02-27,2017-12-31
A - 32331,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,419,27b,0.1,3330,0002,0026,Plynas kirtimas,2017-02-28,2017-12-31
A - 32334,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,477,12,0.5,3301,0005,0104,Plynas kirtimas,2017-03-14,2017-12-31
A - 32334,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,477,15a,0.4,3301,0005,0104,Plynas kirtimas,2017-03-14,2017-12-31
A - 32335,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,442,24b,0.9,3318,0001,0331,Plynas sanitarinis kirtimas (TN),2017-03-15,2017-12-31
A - 32335,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,442,24c,0.2,3318,0001,0331,Plynas sanitarinis kirtimas (TN),2017-03-15,2017-12-31
A - 32335,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,442,24e,0.1,3318,0001,0331,Plynas sanitarinis kirtimas (TN),2017-03-15,2017-12-31
A - 32335,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,442,26a,0.4,3318,0001,0331,Plynas kirtimas,2017-03-15,2017-12-31
A - 32337,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,771,32,0.2,3355,0002,0074,Plynas kirtimas,2017-03-28,2017-12-31
A - 32338,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,476,"17,25",0.4,3301,0005,0130,Plynas kirtimas,2017-03-31,2017-12-31
A - 32339,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,476,"17,18,25",0.6,3301,0005,0117,Plynas kirtimas,2017-03-31,2017-12-31
A - 32339,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,476,9,0.2,3301,0005,0117,Plynas kirtimas,2017-03-31,2017-12-31
A - 32340,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,476,12,0.3,3301,0005,0117,Plynas kirtimas,2017-03-31,2017-12-31
A - 32341,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,424,"5a,5b",0.4,3301,0006,0164,Kraštovaizdžio formavimo kirtimas (TN),2017-03-31,2017-12-31
A - 32342,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,476,18,0.4,3301,0005,0131,Plynas kirtimas,2017-03-31,2017-12-31
A - 32342,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,476,24,0.2,3301,0005,0131,Einamasis kirtimas,2017-03-31,2017-12-31
A - 32343,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,413,"39,43",0.9,3340,0006,0114,Plynas sanitarinis kirtimas (PN),2017-03-31,2017-12-31
A - 32343,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,413,43,0.1,3340,0006,0114,Plynas sanitarinis kirtimas (PN),2017-03-31,2017-12-31
A - 32343,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,413,45,0.1,3340,0006,0114,Plynas sanitarinis kirtimas (PN),2017-03-31,2017-12-31
A - 32343,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,413,47,0.2,3340,0006,0114,Plynas sanitarinis kirtimas (PN),2017-03-31,2017-12-31
A - 32345,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,479,27,0.1,3355,0002,0206,Valksmos einam.k.,2017-04-07,2017-12-31
A - 32345,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,479,27,0.9,3355,0002,0206,Einamasis kirtimas,2017-04-07,2017-12-31
A - 32345,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,479,30,0.9,3355,0002,0206,Plynas kirtimas,2017-04-07,2017-12-31
A - 32345,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,771,5,0.4,3355,0002,0206,Plynas kirtimas,2017-04-07,2017-12-31
A - 32354,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,409,1,0.2,3340,0007,0446,Plynas kirtimas,2017-05-12,2017-12-31
A - 32354,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,409,3,0.1,3340,0007,0446,Einamasis kirtimas,2017-05-12,2017-12-31
A - 32355,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,409,"11,15",0.4,3340,0007,0445,Plynas kirtimas,2017-05-12,2017-12-31
A - 32356,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,411,"29,30",0.8,3340,0007,0447,Plynas kirtimas,2017-05-12,2017-12-31
A - 32357,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,426,40,1.3,3301,0006,0576,Plynas kirtimas,2017-05-19,2017-12-31
A - 32358,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,426,40,0.6,3301,0006,0575,Plynas kirtimas,2017-05-19,2017-12-31
A - 32363,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,15,2,0.6,3330,0002,0156,Plynas kirtimas,2017-06-27,2017-12-31
A - 32364,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,15,1,1.2,3340,0007,0031,Plynas kirtimas,2017-06-27,2017-12-31
A - 32368,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,18,0.3,3347,0004,0085,Atvejinių kirtimų (paskutinis atvejis),2017-07-04,2017-12-31
A - 32368,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,2h,0.6,3347,0004,0085,Atvejinių kirtimų (paskutinis atvejis),2017-07-04,2017-12-31
A - 32369,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,2d,0.3,3347,0004,0085,Atvejinių kirtimų (paskutinis atvejis),2017-07-04,2017-12-31
A - 32369,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,2e,0.4,3347,0004,0085,Atvejinių kirtimų (paskutinis atvejis),2017-07-04,2017-12-31
A - 32369,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,469,2g,0.1,3347,0004,0085,Atvejinių kirtimų (paskutinis atvejis),2017-07-04,2017-12-31
A - 32373,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,461,7,0.9,3347,0005,0495,Retinimas,2017-07-14,2017-12-31
A - 32373,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,461,"8,16,17",3.0,3347,0005,0495,Plynas kirtimas,2017-07-14,2017-12-31
A - 32374,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,461,6,1.1,3347,0005,0496,Plynas kirtimas,2017-07-14,2017-12-31
A - 32378,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,745,6a,0.4,3347,0001,0199,Plynas kirtimas,2017-08-11,2017-12-31
A - 32378,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,749,2,0.4,3347,0001,0199,Atvejinis kirtimas,2017-08-11,2017-12-31
A - 32378,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,749,5a,0.2,3347,0001,0199,Plynas kirtimas,2017-08-11,2017-12-31
A - 32389,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,478,"21a,21b,24a,24b",0.6,3301,0005,0125,Plynas kirtimas,2017-09-29,2017-12-31
A - 32390,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,478,21a,0.1,3301,0005,0126,Plynas kirtimas,2017-09-29,2017-12-31
A - 32393,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,490,"5,23",4.4,3355,0001,0148,Plynas kirtimas,2017-10-10,2017-12-31
A - 32396,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,771,23c,0.1,3355,0002,0074,Plynas kirtimas,2017-10-17,2017-12-31
A - 32396,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,771,"28,30,33",0.8,3355,0002,0074,Plynas kirtimas,2017-10-17,2017-12-31
A - 32396,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,771,34,0.3,3355,0002,0074,Plynas kirtimas,2017-10-17,2017-12-31
A - 37952,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,495,"17,17a",0.2,3355,0001,0036,Valksmos einam.k.,2017-10-27,2017-12-31
A - 37952,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,495,"17,17a",2.4,3355,0001,0036,Einamasis kirtimas,2017-10-27,2017-12-31
A - 37952,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,495,3,0.2,3355,0001,0036,Einamasis kirtimas,2017-10-27,2017-12-31
A - 37952,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,495,"8,8a",2.2,3355,0001,0036,Plynas kirtimas,2017-10-27,2017-12-31
A - 37952,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,495,9,0.2,3355,0001,0036,Plynas kirtimas,2017-10-27,2017-12-31
A - 37954,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,449,3,0.1,3347,0001,0030,Plynas kirtimas,2017-11-03,2017-12-31
A - 37959,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,491,27,0.1,3355,0001,0111,Plynas kirtimas,2017-11-21,2017-12-31
A - 37959,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,491,"42a,42b",0.3,3355,0001,0111,Plynas kirtimas,2017-11-21,2017-12-31
A - 37961,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,35,5c,0.9,3301,0001,0118,Plynas kirtimas,2017-12-13,2018-12-31
A - 37961,Alytaus,Alytaus rajono kontroliuojama teritorija,privati,Alytaus miškų urėdija,Dušnionių girininkija,35,5d,0.8,3301,0001,0118,Plynas kirtimas,2017-12-13,2018-12-31
A - 8131,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,34,1a,0.6,0,0,0,Plynas kirtimas,2017-01-01,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,19,17,0.9,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,19,18,0.3,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,19,26,0.2,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,2,6a,0.2,0,0,0,Atrankinis kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,2,6b,1.3,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,5,16,1.1,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,5,2,0.6,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,5,7,0.4,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,5,8,0.7,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,6,14,0.5,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,6,4a,0.8,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,6,7a,0.1,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,6,9a,1.8,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,738,22,0.9,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8137,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,738,9,0.6,0,0,0,Plynas kirtimas,2017-01-11,2017-12-31
A - 8142,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,25,14e,2.1,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8142,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,25,15,0.4,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8142,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,25,6,1.2,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8142,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,26,12,0.9,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8142,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,26,7,0.9,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8142,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,28,12,1.2,0,0,0,Atvejinis kirtimas,2017-02-02,2017-12-31
A - 8142,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,701,10a,0.1,0,0,0,Atrankinis kirtimas,2017-02-02,2017-12-31
A - 8142,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,701,10b,2.9,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8142,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,702,2a,1.2,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8142,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,702,4,1.4,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8142,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,702,6,1.4,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8142,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,702,8,1.1,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8143,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,703,4a,1.6,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8143,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,703,5a,0.7,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8143,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,717,12b,1.9,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8143,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,720,9,3.0,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8143,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,729,22,0.6,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8143,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,729,24,1.0,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8143,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,731,1a,1.1,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8143,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,734,8,0.5,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8143,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,734,9,0.6,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
A - 8143,Alytaus,Alytaus rajono kontroliuojama teritorija,valstybinė,Alytaus miškų urėdija,Dušnionių girininkija,737,3,1.0,0,0,0,Plynas kirtimas,2017-02-02,2017-12-31
