Leidimo serija ir nr.,Regionas,Rajonas,Nuosavybės forma,Urėdija,Girininkija,Kvartalas,Sklypai,Plotas,Kad. vietovė,Kad. blokas,Kad. nr.,Kirtimo rūšis,Galiojimo pradžia,Galiojimo pabaiga
A - 9563,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Kartenos girininkija,145,14,0.7,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2016-11-16,2016-12-31
A - 9563,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Kartenos girininkija,145,9e,1.9,0,0,0,Plynas kirtimas,2016-11-16,2016-12-31
A - 9563,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Kartenos girininkija,149,31e,0.7,0,0,0,Plynas kirtimas,2016-11-16,2016-12-31
A - 9563,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Kartenos girininkija,149,31f,0.2,0,0,0,Plynas kirtimas,2016-11-16,2016-12-31
A - 9565,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Kartenos girininkija,145,9,0.1,0,0,0,Kiti pagrindiniai kirtimai,2016-11-28,2016-12-31
A - 15748,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,843,13b,0.5,5510,0003,0349,Plynas kirtimas,2016-01-19,2016-12-31
A - 15767,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,821,"3a,3b,8a",0.4,5545,0002,0260,Plynas kirtimas,2016-02-23,2016-12-31
A - 15767,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,821,9a,0.2,5545,0002,0260,Atrankinis kirtimas,2016-02-23,2016-12-31
A - 15767,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,821,9b,0.3,5545,0002,0260,Atvejinis kirtimas,2016-02-23,2016-12-31
A - 15769,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,826,"5,5a",2.1,5545,0003,0147,Plynas kirtimas,2016-02-23,2016-12-31
A - 15797,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,832,9b,0.2,5558,0004,0118,Plynas kirtimas,2016-04-14,2016-12-31
A - 15797,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,832,9c,0.7,5558,0004,0118,Plynas kirtimas,2016-04-14,2016-12-31
A - 15798,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,824,"31a,32a,42a",0.7,5545,0004,0050,Plynas kirtimas,2016-04-14,2016-12-31
A - 23807,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,819,9a,2.8,5545,0002,0002,Plynas kirtimas,2016-05-03,2016-12-31
A - 23808,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,819,9a,0.5,5545,0002,0002,Atvejinis kirtimas,2016-05-05,2016-12-31
A - 23808,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,819,9a,2.8,5545,0002,0002,Plynas kirtimas,2016-05-05,2016-12-31
A - 23809,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,233,"11b,11d,11g,7b,7a",2.7,5510,0003,0399,Plynas kirtimas,2016-05-05,2016-12-31
A - 23809,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,233,"7d,7e,10a,9b",2.0,5510,0003,0399,Plynas kirtimas,2016-05-05,2016-12-31
A - 23810,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,233,"8a,8b,10b,11a,12a",3.0,5510,0003,0399,Atrankinis kirtimas,2016-05-05,2016-12-31
A - 23812,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,840,13,2.0,5535,0013,0112,Plynas kirtimas,2016-05-10,2016-12-31
A - 23835,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,817,"15,20a",7.1,5535,0003,0091,Atvejinis kirtimas,2016-08-11,2016-12-31
A - 23840,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,839,"1a,1b,2,6b,7a,7b,8b",5.6,5510,0002,0006,Plynas kirtimas,2016-09-08,2016-12-31
A - 23841,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,817,"42a,45a",1.1,5535,0003,0413,Plynas kirtimas,2016-09-13,2016-12-31
A - 9510,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,227,16e,1.8,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 9510,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,227,20,0.7,0,0,0,Atrankinis kirtimas,2016-01-12,2016-12-31
A - 9510,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,228,2,1.7,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 9510,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,229,12,2.2,0,0,0,Atrankinis kirtimas,2016-01-12,2016-12-31
A - 9510,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,229,14,1.0,0,0,0,Atrankinis kirtimas,2016-01-12,2016-12-31
A - 9510,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,230,13e,0.6,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 9510,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,230,14e,0.5,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 9510,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,230,18e,0.7,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 9510,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,230,19e,0.5,0,0,0,Plynas kirtimas,2016-01-12,2016-12-31
A - 9510,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,230,5,0.4,0,0,0,Atrankinis kirtimas,2016-01-12,2016-12-31
A - 9533,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,830,44,2.1,0,0,0,Plynas kirtimas,2016-03-29,2016-12-31
A - 9542,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,221,20,0.9,0,0,0,Plynas kirtimas,2016-05-23,2016-12-31
A - 9542,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,221,22,0.6,0,0,0,Plynas kirtimas,2016-05-23,2016-12-31
A - 9542,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos girininkija,830,59e,1.0,0,0,0,Plynas kirtimas,2016-05-23,2016-12-31
A - 9550,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Klaipėdos miesto miškai,9,"5b,5f,10b",0.4,0,0,0,Kraštovaizdžio formavimo kirtimas (TN),2016-08-19,2016-12-31
A - 9508,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Lenkimų girininkija,27,14f,3.0,0,0,0,Atvejinis kirtimas,2016-01-07,2016-12-31
A - 9508,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Lenkimų girininkija,54,11e,0.5,0,0,0,Plynas kirtimas,2016-01-07,2016-12-31
A - 9508,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Lenkimų girininkija,54,8e,2.3,0,0,0,Plynas kirtimas,2016-01-07,2016-12-31
A - 9536,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Lenkimų girininkija,41,14e,2.7,0,0,0,Plynas kirtimas,2016-04-29,2016-12-31
A - 9536,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Lenkimų girininkija,46,7,4.4,0,0,0,Plynas kirtimas,2016-04-29,2016-12-31
A - 9552,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Lenkimų girininkija,25,11,1.4,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2016-09-20,2016-12-31
A - 9552,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Lenkimų girininkija,25,9e,1.9,0,0,0,Atvejinis kirtimas,2016-09-20,2016-12-31
A - 9552,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Lenkimų girininkija,26,24e,0.4,0,0,0,Plynas kirtimas,2016-09-20,2016-12-31
A - 9552,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Lenkimų girininkija,26,25e,0.4,0,0,0,Plynas kirtimas,2016-09-20,2016-12-31
A - 9552,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Lenkimų girininkija,26,26e,0.4,0,0,0,Plynas kirtimas,2016-09-20,2016-12-31
A - 9552,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Lenkimų girininkija,26,27e,2.9,0,0,0,Plynas kirtimas,2016-09-20,2016-12-31
A - 9552,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Lenkimų girininkija,27,16e,1.9,0,0,0,Atvejinis kirtimas,2016-09-20,2016-12-31
A - 15736,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,881,29a,2.9,5543,0001,0167,Plynas kirtimas,2016-01-12,2016-12-31
A - 15742,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,899,10a,1.0,5559,0001,0100,Plynas kirtimas,2016-01-14,2016-12-31
A - 15745,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,902,17,0.3,5559,0001,0019,Atvejinis kirtimas,2016-01-19,2016-12-31
A - 23802,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,898,"12b,12c,12d,12e",2.3,5559,0001,0021,Plynas kirtimas,2016-04-28,2016-12-31
A - 23827,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,908,"5a,6a",0.9,5538,0015,0122,Plynas kirtimas,2016-06-21,2016-12-31
A - 23827,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,908,"5b,7b",1.2,5538,0015,0122,Atvejinis kirtimas,2016-06-21,2016-12-31
A - 23827,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,908,7a,0.8,5538,0015,0122,Atrankinis kirtimas,2016-06-21,2016-12-31
A - 23842,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,137,"7a,8,11,16a",3.5,5538,0012,0166,Plynas kirtimas,2016-09-15,2016-12-31
A - 23842,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,137,7b,0.3,5538,0012,0166,Atrankinis kirtimas,2016-09-15,2016-12-31
A - 23846,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,874,"3a,4a,5a,19a",3.5,5543,0001,0066,Atrankinis kirtimas,2016-10-13,2016-12-31
A - 23847,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,874,5b,0.4,5543,0001,0010,Atrankinis kirtimas,2016-10-13,2016-12-31
A - 27331,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,903,"21b,21c",2.1,5543,0005,0271,Plynas kirtimas,2016-12-06,2017-12-31
A - 27331,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,903,21e,0.9,5543,0005,0271,Plynas kirtimas,2016-12-06,2017-12-31
A - 9505,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,105,1e,0.6,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 9505,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,105,2e,0.4,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 9505,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,105,3e,1.5,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 9505,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,105,5e,1.2,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 9505,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,111,3e,1.1,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 9505,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,140,26,1.8,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 9505,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,18,30,2.4,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 9505,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,18,48e,0.7,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 9505,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,46,33,1.8,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 9505,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,48,11e,0.4,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 9505,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,48,15e,1.7,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 9505,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,48,9e,0.3,0,0,0,Plynas kirtimas,2016-01-04,2016-12-31
A - 9506,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,1,31,1.6,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2016-01-04,2016-12-31
A - 9506,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,102,6,2.6,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2016-01-04,2016-12-31
A - 9506,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,18,6,1.0,0,0,0,Atvejinis kirtimas,2016-01-04,2016-12-31
A - 9506,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,2,33,0.2,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2016-01-04,2016-12-31
A - 9506,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,6,16e,3.6,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2016-01-04,2016-12-31
A - 9506,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,6,8,0.5,0,0,0,Atrankinis kirtimas,2016-01-04,2016-12-31
A - 9534,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,141,5e,2.4,0,0,0,Plynas kirtimas,2016-03-29,2016-12-31
A - 9534,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,46,15e,1.6,0,0,0,Plynas kirtimas,2016-03-29,2016-12-31
A - 9534,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,48,19e,0.7,0,0,0,Plynas kirtimas,2016-03-29,2016-12-31
A - 9534,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,48,8e,1.0,0,0,0,Plynas kirtimas,2016-03-29,2016-12-31
A - 9541,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,47,24,0.2,0,0,0,Plynas kirtimas,2016-05-13,2016-12-31
A - 9541,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,47,27,0.8,0,0,0,Plynas kirtimas,2016-05-13,2016-12-31
A - 9541,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Mikoliškių girininkija,47,28,0.8,0,0,0,Plynas kirtimas,2016-05-13,2016-12-31
A - 9532,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Palangos girininkija,114,26,0.6,0,0,0,Plynas kirtimas,2016-03-08,2016-12-31
A - 9532,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Palangos girininkija,114,34,1.1,0,0,0,Plynas kirtimas,2016-03-08,2016-12-31
A - 9532,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Palangos girininkija,114,38,0.5,0,0,0,Plynas kirtimas,2016-03-08,2016-12-31
A - 9532,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Palangos girininkija,64,23,1.2,0,0,0,Atrankinis kirtimas,2016-03-08,2016-12-31
A - 9532,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Palangos girininkija,64,24,4.1,0,0,0,Atrankinis kirtimas,2016-03-08,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,29,39,0.9,0,0,0,Plynas kirtimas,2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,29,45,0.5,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,29,47,0.7,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,31,17,1.8,0,0,0,Plynas kirtimas,2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,31,35,1.0,0,0,0,Plynas kirtimas,2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,31,36,1.3,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,32,11,6.6,0,0,0,Atrankinis kirtimas,2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,33,15e,0.3,0,0,0,Plynas kirtimas,2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,33,19e,1.0,0,0,0,Plynas kirtimas,2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,33,27e,0.5,0,0,0,Plynas kirtimas,2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,33,28,0.4,0,0,0,Plynas kirtimas,2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,33,7e,1.8,0,0,0,Plynas kirtimas,2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,33,8,0.4,0,0,0,Plynas kirtimas,2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,42,14e,0.7,0,0,0,Plynas kirtimas,2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,42,1e,1.4,0,0,0,Plynas kirtimas,2016-01-06,2016-12-31
A - 9507,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,42,2e,0.6,0,0,0,Plynas kirtimas,2016-01-06,2016-12-31
A - 9524,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,33,1,0.1,0,0,0,Kiti pagrindiniai kirtimai,2016-02-10,2016-12-31
A - 9548,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,69,21e,2.7,0,0,0,Plynas kirtimas,2016-08-04,2016-12-31
A - 9548,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,69,30e,0.1,0,0,0,Plynas kirtimas,2016-08-04,2016-12-31
A - 9548,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,78,14,0.4,0,0,0,Plynas kirtimas,2016-08-04,2016-12-31
A - 9548,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,78,16,1.2,0,0,0,Plynas kirtimas,2016-08-04,2016-12-31
A - 9548,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,78,9,2.4,0,0,0,Plynas kirtimas,2016-08-04,2016-12-31
A - 9548,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Kretingos miškų urėdija,Skuodo girininkija,81,11e,1.7,0,0,0,Plynas kirtimas,2016-08-04,2016-12-31
A - 15718,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,945,"19b,20c",2.6,5503,0002,0050,Plynas kirtimas,2016-01-05,2016-12-31
A - 15746,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,85,12c,0.2,5552,0003,0084,Plynas sanitarinis kirtimas (PN),2016-01-19,2016-12-31
A - 15746,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,85,16,0.7,5552,0003,0084,Plynas kirtimas,2016-01-19,2016-12-31
A - 15765,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,77,"17a,23a,25a",3.0,5544,0005,0128,Plynas kirtimas,2016-02-09,2016-12-31
A - 15771,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,949,28b,0.7,5503,0009,0049,Atrankinis kirtimas,2016-02-23,2016-12-31
A - 15771,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,949,40,1.2,5503,0009,0049,Plynas kirtimas,2016-02-23,2016-12-31
A - 15771,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,949,44b,0.2,5503,0009,0049,Plynas kirtimas,2016-02-23,2016-12-31
A - 15799,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,913,"19,23",1.3,5510,0005,0075,Plynas kirtimas,2016-04-15,2016-12-31
A - 23804,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,947,11b,1.3,5503,0002,0074,Atvejinis kirtimas,2016-05-03,2016-12-31
A - 23823,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,949,1a,0.9,5503,0009,0117,Plynas kirtimas,2016-05-26,2016-12-31
A - 23843,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,944,"21,21a",2.2,5503,0001,0080,Plynas kirtimas,2016-09-22,2016-12-31
A - 23852,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,77,"16,16a,15a,23b",4.6,5544,0005,0128,Miško lydimo kirtimas (PN),2016-11-29,2016-12-31
A - 23854,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,78,"1,2",1.9,5544,0005,0133,Atvejinis kirtimas,2016-12-27,2017-12-31
